window_start_s,lag_ms,peak_ratio,confident,comb_ratio,beta
0.0,43.1,27.18,1,1.21,0.60
2.0,43.0,29.08,1,1.32,0.60
4.0,43.0,25.56,1,1.21,0.60
6.0,54.2,26.60,1,1.29,0.60
8.0,54.2,32.49,1,1.36,0.60
10.0,48.3,30.40,1,1.21,0.60
12.0,48.3,30.17,1,1.38,0.60
14.0,40.6,27.63,1,1.23,0.60
16.0,40.6,29.40,1,1.33,0.60
18.0,40.6,24.39,1,1.14,0.60
20.0,48.3,21.72,1,1.11,0.60
22.0,48.3,25.66,1,1.31,0.60
