window_start_s,lag_ms,peak_ratio,confident,comb_ratio,beta
0.0,40.7,25.34,1,1.37,0.60
2.0,40.6,23.87,1,1.40,0.60
4.0,40.7,25.15,1,1.34,0.60
6.0,40.6,26.99,1,1.53,0.60
8.0,40.6,25.61,1,1.43,0.60
10.0,40.6,23.66,1,1.28,0.60
12.0,40.6,20.82,1,1.05,0.60
14.0,72.7,20.50,1,1.29,0.60
16.0,72.7,18.64,1,1.47,0.60
18.0,72.7,21.89,1,1.44,0.60
20.0,72.7,22.81,1,1.58,0.60
22.0,72.7,23.34,1,1.47,0.60
