window_start_s,lag_ms,peak_ratio,confident,comb_ratio,beta
0.0,40.7,31.36,1,1.30,0.60
2.0,40.7,27.01,1,1.18,0.60
4.0,48.3,25.11,1,1.24,0.60
6.0,61.1,25.68,1,1.00,0.60
8.0,72.6,22.35,1,1.03,0.60
10.0,40.7,24.73,1,1.28,0.60
12.0,54.1,24.96,1,1.51,0.60
14.0,54.2,28.76,1,1.65,0.60
16.0,54.3,32.36,1,1.96,0.60
18.0,54.4,30.23,1,1.46,0.60
20.0,54.4,33.52,1,1.33,0.60
22.0,40.8,37.92,1,1.24,0.60
