window_start_s,lag_ms,peak_ratio,confident,comb_ratio,beta
0.0,48.2,27.87,1,1.58,0.80
2.0,43.0,26.98,1,1.25,0.80
4.0,43.0,25.11,1,1.34,0.80
6.0,43.0,24.48,1,1.29,0.80
8.0,54.2,29.59,1,1.41,0.80
10.0,48.3,29.39,1,1.36,0.80
12.0,40.6,30.16,1,1.65,0.80
14.0,40.5,27.38,1,1.42,0.80
16.0,40.5,30.20,1,1.45,0.80
18.0,40.5,25.96,1,1.28,0.80
20.0,43.0,24.64,1,1.29,0.80
22.0,48.3,25.08,1,1.37,0.80
