t_s,lag_ms,peak_ratio,confident,rms_db,comb_ratio,beat_period_ms
342,44,14.19,1,-20.0,1.11,944.0
344,50,13.81,1,-19.4,1.43,944.0
346,42,12.11,1,-18.9,1.29,954.7
348,40,13.46,1,-18.9,1.29,964.2
350,56,12.63,1,-19.3,1.72,476.9
352,44,15.43,1,-19.3,1.23,941.0
354,44,14.28,1,-19.4,1.01,1165.0
356,42,14.24,1,-18.7,1.20,965.3
358,49,14.14,1,-18.9,1.39,1162.3
360,54,14.85,1,-18.5,1.45,912.0
362,54,15.19,1,-18.4,1.65,912.0
364,49,17.61,1,-18.3,1.54,913.3
366,49,13.80,1,-18.2,1.33,917.1
368,49,14.93,1,-19.2,1.45,916.5
371,54,11.74,1,-19.5,1.33,960.2
373,48,14.52,1,-20.0,1.23,934.4
375,44,15.69,1,-21.1,1.30,305.3
377,44,17.04,1,-21.6,1.37,999.9
379,48,18.18,1,-21.7,1.19,994.4
381,40,12.73,1,-23.1,1.12,993.3
383,40,14.30,1,-22.4,1.12,994.1
385,40,12.69,1,-21.8,1.17,992.0
387,46,15.34,1,-23.4,1.44,991.5
389,46,14.63,1,-23.2,1.54,490.4
391,43,17.15,1,-22.9,1.35,486.1
393,43,20.64,1,-23.4,1.79,470.1
395,64,12.14,1,-21.7,1.02,468.7
397,64,11.51,1,-22.1,1.07,469.9
399,73,10.96,1,-22.2,1.02,472.0
401,43,12.61,1,-22.1,1.38,468.5
403,45,12.20,1,-23.1,1.33,926.9
405,45,15.32,1,-23.0,1.44,456.2
407,51,18.38,1,-21.0,1.22,456.9
409,56,11.18,1,-18.3,1.09,455.4
411,59,10.27,1,-16.7,1.22,458.4
414,73,10.50,1,-15.4,1.10,466.4
416,78,6.92,1,-15.2,1.02,458.9
418,422,8.75,1,-15.4,1.09,468.9
420,40,14.60,1,-15.3,1.07,496.0
422,422,15.08,1,-16.4,1.06,485.3
424,422,15.09,1,-17.3,1.15,982.0
426,59,18.62,1,-17.2,1.62,938.1
428,57,17.49,1,-18.1,1.35,980.2
430,59,16.98,1,-17.2,1.04,980.3
432,59,19.01,1,-16.3,1.26,470.1
434,43,22.26,1,-16.3,1.44,470.1
436,43,25.31,1,-15.6,1.54,470.8
438,43,28.12,1,-15.6,1.78,470.3
440,43,28.96,1,-15.9,1.54,479.5
442,43,30.46,1,-15.4,1.84,479.6
444,43,27.43,1,-15.5,1.70,480.6
446,43,25.60,1,-15.0,1.43,480.7
448,43,22.98,1,-14.7,1.32,480.7
450,43,18.40,1,-15.0,1.35,480.8
452,43,16.47,1,-15.2,1.40,958.1
454,43,14.31,1,-15.3,1.20,341.0
457,677,11.26,1,-15.4,1.39,341.5
459,677,12.30,1,-15.5,1.42,342.0
461,213,7.96,1,-16.4,1.08,724.5
463,52,10.22,1,-18.0,1.12,342.4
465,62,16.82,1,-18.8,1.24,958.7
467,1256,13.68,1,-18.8,1.02,957.0
469,50,13.17,1,-18.1,1.16,993.3
471,50,16.12,1,-16.8,1.34,969.3
473,1257,21.66,1,-16.3,1.73,971.0
475,1257,20.10,1,-16.2,1.61,825.2
477,1257,19.76,1,-16.4,1.41,824.5
479,1258,13.04,1,-16.9,1.02,824.7
481,1257,18.18,1,-18.3,1.63,462.4
483,1257,22.46,1,-20.2,2.06,959.7
485,1257,21.74,1,-21.9,1.71,616.5
487,1261,16.35,1,-24.4,1.00,648.6
489,47,14.79,1,-27.6,1.03,992.1
491,43,15.60,1,-28.1,1.05,993.4
493,46,25.86,1,-26.7,1.33,957.7
495,46,24.04,1,-25.8,1.79,954.7
497,50,25.25,1,-24.5,1.42,970.5
500,45,27.28,1,-22.9,1.27,969.3
502,51,20.72,1,-21.0,1.15,965.3
504,45,16.90,1,-20.5,1.12,634.7
506,52,17.72,1,-20.5,1.34,989.4
508,41,18.18,1,-20.9,1.20,988.2
510,51,23.69,1,-22.5,1.34,985.1
512,51,26.86,1,-24.1,1.53,982.7
514,51,31.10,1,-25.9,1.59,1088.0
516,51,31.92,1,-27.4,1.51,979.6
518,51,27.76,1,-37.0,1.74,980.4
520,51,30.56,1,-40.0,1.47,980.5
522,1639,13.30,1,-53.0,1.19,502.6
524,1639,13.98,1,-54.2,1.40,556.2
526,737,8.83,1,-53.6,1.01,555.8
528,47,9.60,1,-53.8,1.12,555.1
530,48,9.46,1,-55.2,1.11,555.1
532,2361,13.26,1,-54.9,1.41,1068.9
534,2361,12.46,1,-54.9,1.18,1069.8
536,1143,12.21,1,-54.4,1.10,1144.0
538,1143,15.49,1,-55.5,1.74,780.7
541,1143,11.82,1,-56.6,1.13,780.8
543,485,12.60,1,-59.0,1.22,780.4
545,45,17.66,1,-63.5,1.21,779.8
547,81,16.91,1,-57.6,1.25,779.4
549,81,15.52,1,-54.3,1.24,1011.8
551,81,15.30,1,-54.4,1.25,330.5
553,82,15.05,1,-54.5,1.21,330.5
555,355,23.82,1,-56.8,1.36,330.5
557,44,6.69,1,-68.5,1.22,330.5
559,44,6.87,1,-68.6,1.34,330.6
561,853,19.85,1,-61.0,1.07,669.3
563,1693,12.05,1,-59.2,1.08,491.8
565,1161,31.46,1,-54.0,1.98,350.6
567,1161,20.63,1,-53.3,1.56,1164.4
569,1161,19.43,1,-53.3,1.52,352.1
571,1161,20.20,1,-53.2,1.48,617.3
573,2120,16.64,1,-56.4,1.56,616.5
575,264,8.53,1,-56.9,1.04,616.9
577,403,10.89,1,-58.4,1.36,880.0
579,403,13.30,1,-59.6,1.33,267.1
581,102,15.77,1,-62.2,1.36,404.0
584,49,8.63,1,-69.0,1.69,404.4
586,49,6.96,1,-69.0,1.07,404.1
588,42,7.18,1,-69.0,1.08,1056.4
590,70,6.59,1,-68.9,1.23,255.9
592,42,9.70,1,-68.2,1.34,1086.7
594,42,9.27,1,-68.1,1.71,789.9
596,42,9.68,1,-68.1,1.84,789.9
598,42,10.21,1,-68.1,1.78,789.5
600,46,6.89,1,-68.5,1.29,789.8
602,70,6.92,1,-68.4,1.05,790.4
604,44,11.08,1,-67.3,1.79,1152.8
606,44,11.81,1,-67.1,2.05,1152.7
608,42,49.10,1,-45.1,2.58,705.3
610,42,45.96,1,-45.1,2.60,1173.7
612,42,44.02,1,-45.1,2.28,1173.7
614,42,51.88,1,-45.1,2.21,1057.2
616,44,14.81,1,-64.7,1.67,1057.0
618,44,15.49,1,-58.7,1.11,705.2
620,96,14.69,1,-59.1,1.13,1082.7
622,96,15.60,1,-59.1,1.09,1082.7
624,96,16.29,1,-58.7,1.12,1082.7
627,53,9.98,1,-62.7,1.22,1082.7
629,2247,20.30,1,-61.1,2.52,866.7
631,1305,15.77,1,-58.4,1.78,1141.2
633,1305,12.78,1,-57.6,1.70,874.8
635,1305,9.23,1,-55.5,1.18,874.3
637,1069,8.04,1,-55.6,1.10,874.4
639,1068,9.49,1,-57.2,1.18,874.6
641,40,13.68,1,-57.0,1.07,875.7
643,2326,51.09,1,-51.5,1.11,478.7
645,703,465.47,1,-47.3,7.67,703.9
647,703,458.54,1,-47.3,7.69,703.4
649,703,515.89,1,-47.4,7.28,703.4
651,41,48.39,1,-49.4,1.44,703.4
653,57,6.23,1,-69.7,1.06,703.4
655,73,6.36,1,-69.5,1.12,703.4
657,59,7.38,1,-69.4,1.26,522.6
659,59,8.60,1,-68.0,1.57,301.8
661,62,18.59,1,-57.9,1.24,957.9
663,51,17.60,1,-57.8,1.23,957.8
665,50,13.71,1,-55.7,1.10,957.8
667,50,14.53,1,-55.7,1.11,957.8
670,43,12.64,1,-59.1,1.13,957.8
672,46,12.50,1,-60.9,1.19,957.9
674,64,6.17,1,-68.0,1.10,1045.3
676,41,6.30,1,-67.8,1.15,298.7
678,41,7.10,1,-67.7,1.24,1046.5
680,48,8.04,1,-67.7,1.31,705.8
682,48,7.24,1,-67.6,1.42,298.3
684,44,6.01,1,-67.7,1.14,837.3
686,44,6.94,1,-67.6,1.35,839.0
688,49,7.12,1,-67.5,1.20,1160.1
690,49,7.08,1,-67.3,1.02,959.8
692,75,6.99,1,-67.2,1.10,747.5
694,55,6.18,1,-67.0,1.05,747.2
696,49,6.16,1,-66.9,1.15,747.2
698,53,7.00,1,-66.8,1.36,746.7
700,53,7.61,1,-66.7,1.52,746.6
702,53,8.29,1,-66.6,1.50,580.1
704,53,7.82,1,-66.6,1.22,577.3
706,53,8.36,1,-66.5,1.64,578.4
708,53,8.51,1,-66.5,1.67,288.2
710,53,8.13,1,-66.5,1.43,397.0
713,53,8.32,1,-66.5,1.62,396.1
715,53,7.39,1,-66.5,1.36,350.5
717,53,7.61,1,-66.4,1.44,865.6
719,53,7.88,1,-66.4,1.17,865.6
721,241,6.72,1,-66.4,1.05,864.2
723,53,6.13,1,-66.4,1.05,949.2
725,53,6.87,1,-66.4,1.24,1151.6
727,53,8.44,1,-66.3,1.57,810.1
729,53,8.72,1,-66.3,1.70,927.2
731,53,9.75,1,-66.3,1.94,1197.8
733,53,9.66,1,-66.3,1.61,503.9
735,53,9.15,1,-66.4,1.72,1003.3
737,53,8.22,1,-66.4,1.57,907.1
739,100,6.51,1,-66.5,1.02,907.1
741,53,6.42,1,-66.4,1.14,907.0
743,53,6.05,1,-66.5,1.23,427.2
745,53,7.38,1,-66.4,1.36,427.1
747,53,7.63,1,-66.3,1.27,480.9
749,53,6.35,1,-66.3,1.10,959.4
751,44,7.28,1,-66.4,1.18,853.5
753,44,8.36,1,-66.4,1.42,853.3
756,53,9.13,1,-66.4,1.51,564.8
758,49,7.79,1,-65.1,1.10,422.9
760,676,10.30,1,-62.8,1.00,498.6
762,828,42.76,1,-58.8,2.39,382.5
764,828,26.76,1,-56.2,1.83,382.8
766,1862,26.19,1,-54.9,1.31,861.0
768,1862,22.70,1,-54.2,1.12,859.7
770,1217,18.40,1,-53.4,1.08,418.1
772,1217,21.01,1,-54.4,1.26,789.3
774,1217,27.18,1,-55.6,1.36,788.6
776,1217,42.88,1,-56.7,1.38,886.4
778,1964,10.21,1,-62.6,1.60,885.9
780,56,16.96,1,-59.1,1.34,885.9
782,56,18.94,1,-59.6,1.33,1120.8
784,52,20.45,1,-58.1,1.84,1127.9
786,52,20.91,1,-58.2,1.87,788.4
788,40,14.24,1,-61.4,1.41,788.8
790,40,18.54,1,-61.4,1.67,789.1
792,42,6.25,1,-69.3,1.21,789.3
794,1244,5.97,1,-69.1,1.20,437.1
797,101,6.34,1,-68.8,1.06,1076.7
799,101,5.99,1,-68.6,1.04,1057.2
801,44,6.22,1,-68.5,1.00,917.2
803,42,6.68,1,-68.3,1.32,917.2
805,44,6.51,1,-68.3,1.33,916.1
807,240,7.15,1,-68.3,1.25,777.7
809,70,7.14,1,-68.2,1.13,308.9
811,48,6.55,1,-68.2,1.02,843.6
813,75,6.41,1,-68.0,1.05,310.3
815,199,15.12,1,-61.1,1.46,318.4
817,1893,18.80,1,-57.9,1.33,982.5
819,1954,24.78,1,-54.9,1.65,982.9
821,1574,28.23,1,-54.6,1.36,1013.8
823,1574,31.10,1,-55.7,1.29,1013.7
825,1574,50.77,1,-57.1,2.13,1013.7
827,57,18.21,1,-59.1,1.00,1013.9
829,40,61.70,1,-41.0,1.77,529.8
831,1041,77.02,1,-34.3,1.02,521.4
833,2081,45.43,1,-31.9,1.11,516.8
835,2081,36.55,1,-30.5,1.01,515.6
837,1022,35.40,1,-29.8,1.11,514.3
840,1022,39.80,1,-30.1,1.29,1025.2
842,1022,28.49,1,-30.2,1.14,1024.5
844,2046,24.94,1,-30.3,1.20,1024.5
846,2061,26.40,1,-30.5,1.06,512.6
848,2061,27.59,1,-30.7,1.26,513.2
850,1036,32.75,1,-31.1,1.18,512.9
852,1034,30.15,1,-30.9,1.15,513.4
854,1034,25.32,1,-30.9,1.13,513.5
856,1034,25.00,1,-30.8,1.23,513.2
858,1030,24.05,1,-30.7,1.03,512.4
860,553,14.99,1,-26.0,1.29,512.3
862,553,12.24,1,-24.0,1.37,512.5
864,673,13.69,1,-21.7,1.36,512.2
866,673,12.64,1,-20.6,1.42,511.8
868,673,15.22,1,-21.4,1.69,513.0
870,51,11.21,1,-21.5,1.43,513.0
872,674,10.42,1,-23.1,1.21,513.2
874,48,10.41,1,-24.2,1.26,513.5
876,1038,11.22,1,-24.3,1.16,514.9
878,48,11.51,1,-24.1,1.40,515.0
880,48,9.68,1,-24.1,1.11,515.1
883,1020,7.89,1,-24.9,1.00,515.3
885,1016,8.29,1,-23.9,1.06,516.1
887,1034,7.46,1,-23.0,1.04,515.8
889,2051,8.98,1,-22.2,1.27,515.3
891,44,7.52,1,-21.8,1.08,516.3
893,489,7.66,1,-22.4,1.03,514.7
895,492,9.69,1,-23.1,1.19,1025.8
897,2046,9.41,1,-23.9,1.08,1028.2
899,2046,9.20,1,-24.5,1.04,515.1
901,625,11.57,1,-21.6,1.26,514.0
903,625,9.52,1,-20.7,1.22,513.8
905,625,10.63,1,-19.0,1.18,513.4
907,625,10.02,1,-18.6,1.02,512.4
909,41,10.12,1,-19.0,1.20,511.8
911,41,9.88,1,-19.2,1.16,512.3
913,56,7.92,1,-19.4,1.10,512.2
915,40,7.70,1,-19.2,1.05,512.5
917,40,9.16,1,-19.7,1.18,513.8
919,1025,11.96,1,-19.8,1.22,513.5
921,1025,20.36,1,-20.4,1.10,511.4
923,1025,19.06,1,-20.1,1.03,512.6
926,2050,16.05,1,-19.6,1.25,512.4
928,1025,12.62,1,-19.2,1.09,512.1
930,1025,18.81,1,-19.5,1.60,513.1
932,1025,29.67,1,-19.7,1.62,512.3
934,1025,33.58,1,-20.1,1.27,513.4
936,1025,23.26,1,-21.2,1.10,512.8
938,1025,17.44,1,-21.3,1.70,513.5
940,63,10.58,1,-21.3,1.13,513.5
942,2133,11.49,1,-21.4,1.22,513.7
944,2133,8.93,1,-20.7,1.05,513.6
946,64,7.77,1,-20.6,1.13,513.0
948,51,7.87,1,-21.5,1.17,511.8
950,47,9.43,1,-22.1,1.19,511.2
952,43,8.09,1,-22.7,1.04,512.0
954,43,9.29,1,-23.2,1.30,256.9
956,46,9.82,1,-22.9,1.44,506.7
958,46,8.71,1,-22.8,1.18,1026.1
960,44,12.89,1,-23.2,1.36,1026.5
962,44,12.73,1,-23.4,1.23,514.9
964,44,13.34,1,-22.2,1.66,513.7
966,1184,11.97,1,-20.3,1.29,515.2
969,1184,12.09,1,-20.3,1.36,515.5
971,1184,10.23,1,-20.2,1.09,515.3
973,43,9.56,1,-21.0,1.11,514.4
975,1637,11.54,1,-21.9,1.14,516.6
977,1639,9.29,1,-21.6,1.02,514.6
979,1646,9.75,1,-21.4,1.10,514.6
981,52,9.14,1,-22.4,1.39,513.9
983,1659,11.48,1,-22.2,1.00,1024.4
985,1661,13.79,1,-21.3,1.81,1024.7
987,1661,11.49,1,-20.3,1.83,1024.2
989,50,8.32,1,-19.1,1.20,512.3
991,43,9.97,1,-18.8,1.73,512.5
993,42,10.64,1,-19.1,1.53,510.8
995,42,10.74,1,-19.7,1.60,1030.0
997,45,8.18,1,-19.9,1.16,1030.2
999,56,9.96,1,-19.8,1.36,1029.3
1001,41,10.71,1,-19.6,1.23,1029.3
1003,1026,11.73,1,-19.4,1.13,511.4
1005,1026,15.20,1,-19.4,1.57,1026.1
1007,46,10.62,1,-19.2,1.03,510.0
1009,46,11.90,1,-18.9,1.43,510.8
1012,1026,15.29,1,-18.9,1.21,1025.5
1014,1026,12.75,1,-18.4,1.17,512.0
1016,1026,15.43,1,-18.6,1.19,1025.7
1018,1026,12.44,1,-19.0,1.71,1025.3
1020,1026,10.77,1,-18.0,1.22,1025.4
1022,40,11.59,1,-18.4,1.32,1025.9
1024,221,8.79,1,-17.9,1.01,511.9
1026,40,10.84,1,-18.1,1.25,512.2
1028,58,10.47,1,-18.8,1.20,512.7
1030,1026,15.66,1,-18.7,1.49,513.2
1032,1026,15.80,1,-19.0,1.38,513.1
1034,1026,15.40,1,-19.8,1.64,512.6
1036,55,10.90,1,-18.8,1.24,512.8
1038,55,10.08,1,-18.9,1.31,512.4
1040,42,11.71,1,-19.4,1.38,512.5
1042,2052,12.45,1,-19.5,1.24,512.0
1044,1026,18.70,1,-20.0,1.47,512.1
1046,1026,19.03,1,-20.9,1.64,1024.5
1048,2052,19.22,1,-21.7,1.20,1025.0
1050,1026,30.51,1,-22.4,1.96,1025.0
1053,1026,25.45,1,-22.5,1.24,1025.6
1055,2052,30.13,1,-22.3,1.17,1025.0
1057,1026,55.00,1,-22.3,1.37,1025.5
1059,1026,48.59,1,-21.8,2.29,1025.1
1061,1026,17.12,1,-21.6,1.06,1025.2
1063,2052,22.60,1,-21.8,2.30,1024.4
1065,2051,15.88,1,-21.7,1.87,1024.7
1067,2050,15.51,1,-21.6,1.68,1024.9
1069,1025,18.76,1,-20.3,1.60,1024.9
1071,1025,14.76,1,-19.6,1.29,1024.8
1073,1025,11.24,1,-18.8,1.10,1024.7
1075,44,11.05,1,-18.3,1.33,512.3
1077,1026,11.13,1,-19.0,1.15,513.1
1079,42,10.44,1,-19.1,1.10,1024.7
1081,2051,14.42,1,-19.4,1.40,1025.6
1083,2051,14.60,1,-19.8,1.50,1026.0
1085,1026,12.01,1,-19.1,1.01,1026.4
1087,1026,14.50,1,-18.4,1.28,1026.1
1089,42,11.58,1,-18.1,1.33,1026.2
1091,58,11.25,1,-17.7,1.20,511.6
1093,42,11.10,1,-17.8,1.48,1025.1
1096,2051,10.16,1,-18.5,1.05,512.4
1098,1025,14.26,1,-18.9,1.30,512.2
1100,2051,14.33,1,-19.7,1.26,512.9
1102,429,13.49,1,-19.5,1.35,513.6
1104,2480,14.44,1,-18.8,1.42,514.2
1106,2480,14.86,1,-19.4,1.35,517.3
1108,429,10.86,1,-19.1,1.03,517.3
1110,1026,14.00,1,-19.2,1.68,512.9
1112,45,9.20,1,-19.6,1.13,1024.9
1114,1026,15.79,1,-19.4,1.71,1024.9
1116,49,10.74,1,-19.7,1.23,1025.3
1118,1026,14.64,1,-20.1,1.32,1025.8
1120,1026,22.64,1,-20.1,1.52,1024.5
1122,1026,19.44,1,-20.2,1.63,1025.6
1124,2051,11.14,1,-20.0,1.13,510.8
1126,2051,17.33,1,-20.4,1.14,508.3
1128,1025,23.84,1,-19.8,1.60,510.5
1130,1025,28.04,1,-20.3,2.13,510.4
1132,1025,28.14,1,-19.9,2.14,511.5
1134,1025,24.56,1,-20.0,1.59,510.0
1136,1025,21.46,1,-20.8,1.03,512.2
1139,1026,17.39,1,-21.4,1.18,511.8
1141,2051,28.71,1,-22.2,1.02,1025.1
1143,2051,23.83,1,-22.1,1.41,1024.3
1145,1025,19.87,1,-22.3,1.65,1023.8
1147,1025,28.87,1,-21.9,3.14,1024.1
1149,1025,28.00,1,-21.7,2.64,1024.3
1151,2051,23.64,1,-22.6,1.57,1024.1
1153,2051,22.67,1,-21.8,2.41,1024.1
1155,2051,28.12,1,-21.7,1.37,1024.8
1157,1025,40.16,1,-21.3,1.31,513.8
1159,1025,42.81,1,-20.9,1.82,1024.6
1161,1025,36.22,1,-21.3,2.18,1024.1
1163,1025,24.43,1,-20.8,2.47,1024.7
1165,61,7.95,1,-20.5,1.02,512.0
1167,1026,15.49,1,-19.9,1.35,512.3
1169,2051,18.06,1,-19.7,1.41,512.7
1171,1026,21.97,1,-20.2,1.38,511.0
1173,2051,14.08,1,-19.7,1.09,512.0
1175,51,14.58,1,-20.0,1.09,510.9
1177,1026,14.14,1,-20.2,1.32,510.4
1179,41,10.51,1,-20.0,1.02,509.6
1182,2051,13.42,1,-20.7,1.03,508.8
1184,2051,17.45,1,-20.9,1.24,1022.7
1186,1026,25.43,1,-21.5,2.36,1024.8
1188,2051,25.65,1,-22.9,1.15,1025.9
1190,2051,26.22,1,-24.4,2.05,1025.8
1192,2051,15.73,1,-27.0,1.00,1025.8
1194,2051,38.71,1,-29.4,1.47,1025.1
1196,2051,42.33,1,-33.5,1.81,1025.0
1198,1025,31.74,1,-38.8,1.13,1024.9
1200,1025,56.23,1,-45.7,1.38,1024.7
1202,1025,56.04,1,-54.6,3.08,1024.1
1204,48,14.27,1,-65.3,1.69,1023.5
1206,41,8.59,1,-69.6,1.16,1035.3
