t_s,lag_ms,peak_ratio,confident,rms_db,comb_ratio,beat_period_ms
1218,40,10.42,1,-18.8,1.44,289.1
1220,40,10.94,1,-18.8,1.27,1160.9
1222,40,8.17,1,-18.4,1.04,289.3
1225,69,9.87,1,-18.9,1.30,288.6
1227,45,8.02,1,-19.8,1.14,288.7
1229,43,10.86,1,-19.7,1.18,577.4
1231,42,10.60,1,-20.4,1.20,577.7
1233,42,11.94,1,-19.6,1.59,577.5
1235,42,9.55,1,-19.2,1.06,289.1
1237,40,9.86,1,-19.0,1.27,289.0
1239,44,9.92,1,-18.7,1.41,288.7
1241,42,11.22,1,-17.5,1.53,289.3
1243,42,10.01,1,-16.3,1.49,578.3
1245,42,7.68,1,-15.8,1.11,289.7
1247,47,8.07,1,-15.9,1.11,289.1
1249,44,9.26,1,-17.0,1.06,289.3
1251,50,11.67,1,-19.1,1.16,287.8
1253,50,20.71,1,-21.2,1.66,577.9
1255,50,15.87,1,-21.1,1.47,578.3
1257,66,9.42,1,-21.8,1.15,578.3
1259,50,11.21,1,-21.1,1.52,578.4
1261,46,11.94,1,-21.7,1.60,578.4
1263,50,9.99,1,-23.0,1.36,578.0
1265,43,11.50,1,-25.3,1.36,1159.5
1268,75,18.29,1,-30.2,1.06,1160.5
1270,653,25.52,1,-49.8,1.15,578.6
1272,1000,18.08,1,-45.1,1.69,1162.1
1274,1000,12.05,1,-43.4,1.14,1157.3
1276,1000,12.05,1,-43.4,1.13,1157.3
1278,1078,15.29,1,-44.9,1.60,1157.3
1280,43,11.78,1,-49.5,1.05,1157.3
1282,50,12.93,1,-58.3,1.75,800.6
1284,50,14.58,1,-57.2,2.21,799.7
1286,50,12.25,1,-54.7,1.06,1003.0
1288,123,11.48,1,-51.5,1.07,1088.1
1290,901,13.49,1,-45.8,1.07,726.2
1292,901,13.15,1,-45.6,1.10,725.6
1294,901,13.53,1,-45.6,1.11,726.4
1296,901,17.93,1,-46.2,1.31,726.7
1298,50,10.76,1,-50.9,1.16,726.8
1300,49,10.92,1,-49.5,1.01,447.5
1302,2048,13.24,1,-48.0,1.42,448.2
1304,2049,12.41,1,-48.1,1.32,417.7
1306,2046,13.81,1,-48.8,1.17,417.7
1309,448,14.36,1,-50.6,1.47,446.1
1311,58,12.15,1,-54.7,1.29,446.0
1313,58,10.95,1,-55.9,1.48,436.6
1315,44,9.68,1,-55.8,1.32,436.7
1317,45,9.63,1,-55.0,1.29,630.6
1319,45,9.37,1,-54.9,1.31,630.5
1321,50,8.58,1,-54.6,1.26,848.8
1323,347,7.95,1,-54.8,1.05,576.2
1325,50,7.06,1,-55.2,1.06,256.2
1327,49,8.71,1,-55.3,1.16,782.9
1329,784,8.71,1,-55.2,1.06,783.8
1331,58,8.45,1,-54.9,1.24,790.1
1333,63,10.10,1,-53.9,1.18,790.1
1335,63,9.73,1,-54.0,1.18,790.0
1337,125,8.07,1,-54.6,1.03,790.2
1339,63,9.25,1,-55.0,1.09,801.8
1341,58,7.36,1,-56.4,1.34,797.4
1343,58,8.15,1,-56.5,1.44,320.0
